,index,zipcode,Category,installs_per_100,100_hhs,number_installed,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,population,landsqmi,popdensity,total_household,avg_hh_size,percet_1unit,ZCTA_5,mean_income,earning_hhs,mean_income_earning_hhs,percent_int_div_rent,earn_int_div_rent,no_financial_incentive_prog,no_rules_reg_pol_incentive,no_plants,op_months,summer_capacity,winter_capacity,nameplate_capacity,comm_rate,ind_rate,res_rate,comm_rate_noniou,ind_rate_noniou,res_rate_noniou,region
93,93,8873,Medium,0.597999794,193.98,116,Somerset,NJ,Zip Code Area,8873,Zip Matches ZCTA,49921,32.28,1546.5,19398,2.7,72.6,8873,105710,78.8,110163,27.8,14105,10,4,0,0,0.0,0.0,0.0,0.08,0.04,0.1,0.0,0.0,0.0,PJM
94,94,63052,Low,0.119747442,91.86,11,Imperial,MO,Zip Code Area,63052,Zip Matches ZCTA,26431,32.56,811.74,9186,2.83,87.4,63052,77426,84.8,78516,17.9,6180,10,3,0,0,0.0,0.0,0.0,0.08,0.07,0.11,0.09,0.07,0.1,Northwest
95,95,91307,High,1.360387365,86.74,118,West Hills,CA,Zip Code Area,91307,Zip Matches ZCTA,24474,8.05,3042.14,8674,3.03,96.2,91307,126726,80.4,129417,30.6,25450,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.15,0.13,0.15,CAISO
96,96,78228,Low,0.015702696,191.05,3,San Antonio,TX,Zip Code Area,78228,Zip Matches ZCTA,58811,10.95,5372.34,19105,3.19,79.1,78228,49286,73.0,51901,8.4,10060,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.11,ERCOT
97,97,63104,Low,0.041554124,96.26,4,Saint Louis,MO,Zip Code Area,63104,Zip Matches ZCTA,18656,3.46,5398.15,9626,2.09,38.5,63104,67121,79.3,73243,16.8,11386,10,3,0,0,0.0,0.0,0.0,0.08,0.07,0.11,0.0,0.0,0.0,Northwest
98,98,93454,Medium,0.382575428,115.01,44,Santa Maria,CA,Zip Code Area,93454,Zip Matches ZCTA,36448,427.0,85.36,11501,3.34,68.9,93454,68710,79.0,66342,17.0,20414,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
99,99,13126,Low,0.112225049,133.66,15,Oswego,NY,Zip Code Area,13126,Zip Matches ZCTA,37205,100.77,369.2,13366,2.39,68.1,13126,63314,71.6,66569,21.2,7334,14,6,0,0,0.0,0.0,0.0,0.08,0.05,0.1,0.0,0.0,0.0,NYISO
100,100,16052,Low,0.100603622,9.94,1,Prospect,PA,Zip Code Area,16052,Zip Matches ZCTA,2447,20.12,121.61,994,2.52,83.1,16052,68758,74.3,67039,33.2,10334,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.08,0.12,0.1,0.14,PJM
101,101,55956,Low,0.128700129,7.77,1,Mazeppa,MN,Zip Code Area,55956,Zip Matches ZCTA,1962,54.29,36.14,777,2.58,88.0,55956,87120,83.1,89415,28.7,12289,32,3,0,0,0.0,0.0,0.0,0.1,0.08,0.13,0.11,0.1,0.14,MISO
102,102,3580,Medium,0.663349917,6.03,4,Franconia,NH,Zip Code Area,3580,Zip Matches ZCTA,1369,95.17,14.39,603,2.1,86.2,3580,96387,77.3,89315,40.6,18424,4,4,0,0,0.0,0.0,0.0,0.12,0.2,0.13,0.13,0.09,0.15,New England
103,103,14611,Low,0.015101178,66.22,1,Rochester,NY,Zip Code Area,14611,Zip Matches ZCTA,17396,2.9,6008.98,6622,2.47,55.1,14611,32832,62.7,35623,7.2,5452,14,6,0,0,0.0,0.0,0.0,0.09,0.07,0.1,0.0,0.0,0.0,NYISO
104,104,33525,Low,0.013948947,71.69,1,Dade City,FL,Zip Code Area,33525,Zip Matches ZCTA,18439,116.48,158.31,7169,2.49,63.6,33525,66920,67.6,67872,19.6,21272,5,2,0,0,0.0,0.0,0.0,0.09,0.08,0.12,0.11,0.08,0.12,Southeast
105,105,90802,Low,0.019408054,206.1,4,Long Beach,CA,Zip Code Area,90802,Zip Matches ZCTA,39347,6.48,6069.26,20610,1.9,7.6,90802,64918,81.5,68331,12.6,22521,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.15,0.13,0.15,CAISO
106,106,63334,Low,0.072463768,27.6,2,Bowling Green,MO,Zip Code Area,63334,Zip Matches ZCTA,8569,174.45,49.12,2760,2.49,81.6,63334,56670,76.7,56120,15.8,19164,10,3,0,0,0.0,0.0,0.0,0.08,0.07,0.11,0.1,0.07,0.12,Northwest
107,107,93636,High,4.60371436,38.23,176,Madera,CA,Zip Code Area,93636,Zip Matches ZCTA,11908,195.6,60.88,3823,3.09,94.3,93636,94210,74.4,94998,22.7,19619,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
108,108,14012,Medium,0.584795322,8.55,5,Barker,NY,Zip Code Area,14012,Zip Matches ZCTA,2362,32.17,73.42,855,2.86,86.8,14012,67068,72.2,64968,18.5,6377,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
109,109,93510,High,4.919908467,26.22,129,Acton,CA,Zip Code Area,93510,Zip Matches ZCTA,7993,71.91,111.16,2622,2.83,91.9,93510,107668,84.4,102160,23.7,20549,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
110,110,80112,Low,0.03805175,131.4,5,Englewood,CO,Zip Code Area,80112,Zip Matches ZCTA,29217,18.48,1580.75,13140,2.41,57.4,80112,111103,86.8,107665,30.1,24244,10,0,0,0,0.0,0.0,0.0,0.09,0.07,0.11,0.11,0.09,0.13,Southwest
111,111,32789,Low,0.009691801,103.18,1,Winter Park,FL,Zip Code Area,32789,Zip Matches ZCTA,24557,7.8,3147.93,10318,2.28,75.5,32789,138386,75.0,147588,34.4,41510,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.11,Southeast
112,112,8009,Low,0.086449103,46.27,4,Berlin,NJ,Zip Code Area,8009,Zip Matches ZCTA,12854,13.68,939.35,4627,2.8,88.0,8009,96505,81.0,98542,16.9,12523,10,4,0,0,0.0,0.0,0.0,0.1,0.06,0.13,0.0,0.0,0.0,PJM
113,113,85037,Low,0.079854809,137.75,11,Phoenix,AZ,Zip Code Area,85037,Zip Matches ZCTA,44771,8.19,5469.22,13775,3.6,85.0,85037,56532,91.1,53911,6.1,21319,7,1,0,0,0.0,0.0,0.0,0.11,0.08,0.13,0.09,0.06,0.12,Southwest
114,114,21047,Medium,0.262717936,41.87,11,Fallston,MD,Zip Code Area,21047,Zip Matches ZCTA,11873,23.52,504.72,4187,2.94,98.9,21047,121945,85.6,117306,36.4,11020,7,4,0,0,0.0,0.0,0.0,0.08,0.07,0.1,0.0,0.0,0.0,PJM
115,115,85650,Medium,0.325430033,64.53,21,Sierra Vista,AZ,Zip Code Area,85650,Zip Matches ZCTA,15279,41.72,366.21,6453,2.38,77.2,85650,86200,64.2,84994,31.5,17907,7,1,0,0,0.0,0.0,0.0,0.11,0.08,0.13,0.11,0.1,0.14,Southwest
116,116,8108,Low,0.053233963,75.14,4,Collingswood,NJ,Zip Code Area,8108,Zip Matches ZCTA,18045,2.73,6609.89,7514,2.43,70.0,8108,95038,78.9,99274,29.0,12058,10,4,0,0,0.0,0.0,0.0,0.08,0.04,0.1,0.0,0.0,0.0,PJM
117,117,80303,Low,0.088613203,112.85,10,Boulder,CO,Zip Code Area,80303,Zip Matches ZCTA,22361,22.01,1016.09,11285,2.13,48.7,80303,82333,77.3,80060,33.4,25494,10,0,0,0,0.0,0.0,0.0,0.09,0.07,0.11,0.11,0.08,0.12,Southwest
118,118,14723,Medium,0.475059382,4.21,2,Cherry Creek,NY,Zip Code Area,14723,Zip Matches ZCTA,1295,43.24,29.95,421,2.64,84.6,14723,58783,80.8,55046,24.5,2623,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.1,0.0,0.12,NYISO
119,119,1845,Low,0.155963303,109.0,17,North Andover,MA,Zip Code Area,1845,Zip Matches ZCTA,28352,26.31,1077.74,10900,2.62,64.9,1845,129840,82.2,133265,30.5,24632,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.14,0.13,0.14,New England
120,120,32768,Low,0.006529546,153.15,1,Plymouth,FL,Post Office or large volume customer,32712,Spatial join to ZCTA,41769,59.65,700.26,15315,2.88,90.9,32712,82645,79.6,83171,21.2,13872,5,2,0,0,0.0,0.0,0.0,0.09,0.08,0.12,0.0,0.0,0.0,Southeast
121,121,1701,Medium,0.382683569,125.43,48,Framingham,MA,Zip Code Area,1701,Zip Matches ZCTA,31217,16.96,1840.73,12543,2.5,81.6,1701,117887,81.9,118565,32.5,19805,18,4,8,53,27.2,24.1,27.2,0.11,0.1,0.15,0.0,0.0,0.0,New England
122,122,32810,Low,0.007874016,127.0,1,Orlando,FL,Zip Code Area,32810,Zip Matches ZCTA,32210,9.24,3487.44,12700,2.8,62.8,32810,53712,82.3,52455,8.4,35128,5,2,0,0,0.0,0.0,0.0,0.09,0.08,0.12,0.09,0.0,0.11,Southeast
123,123,60067,Low,0.006508722,153.64,1,Palatine,IL,Zip Code Area,60067,Zip Matches ZCTA,38585,13.73,2811.09,15364,2.46,70.3,60067,121621,83.1,122811,35.2,21438,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.09,0.0,0.0,0.0,MISO
124,124,94577,Medium,0.451284425,172.84,78,San Leandro,CA,Zip Code Area,94577,Zip Matches ZCTA,45560,8.15,5591.56,17284,2.7,68.4,94577,84687,80.9,82937,21.4,21148,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
125,125,61301,Low,0.02285192,43.76,1,La Salle,IL,Zip Code Area,61301,Zip Matches ZCTA,10588,39.8,266.04,4376,2.29,82.5,61301,54712,77.1,56361,19.7,5455,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.08,0.11,0.08,0.12,MISO
126,126,32073,Low,0.006751739,148.11,1,Orange Park,FL,Zip Code Area,32073,Zip Matches ZCTA,38920,16.42,2370.71,14811,2.62,75.6,32073,68861,80.4,62198,18.2,17296,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.11,Southeast
127,127,76053,Low,0.009097525,109.92,1,Hurst,TX,Zip Code Area,76053,Zip Matches ZCTA,28421,8.04,3535.39,10992,2.72,65.7,76053,66460,82.0,67172,19.8,7945,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERCOT
128,128,34293,Low,0.006233637,160.42,1,Venice,FL,Zip Code Area,34293,Zip Matches ZCTA,33001,45.76,721.22,16042,2.22,86.9,34293,70201,53.9,61129,47.9,23433,5,2,0,0,0.0,0.0,0.0,0.08,0.06,0.1,0.09,0.0,0.1,Southeast
129,129,94122,High,1.02203631,231.89,237,San Francisco,CA,Zip Code Area,94122,Zip Matches ZCTA,56023,2.36,23698.39,23189,2.65,54.1,94122,125924,84.2,126559,35.5,24015,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.2,CAISO
130,130,47421,Low,0.062695925,111.65,7,Bedford,IN,Zip Code Area,47421,Zip Matches ZCTA,27831,182.73,152.31,11165,2.41,80.1,47421,56213,72.8,57627,18.1,7003,8,3,0,0,0.0,0.0,0.0,0.09,0.07,0.11,0.12,0.09,0.14,MISO
131,131,95470,High,1.99818347,22.02,44,Redwood Valley,CA,Zip Code Area,95470,Zip Matches ZCTA,6032,82.52,73.1,2202,2.92,79.0,95470,69962,79.3,64730,27.4,10438,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
132,132,53208,Low,0.00817461,122.33,1,Milwaukee,WI,Zip Code Area,53208,Zip Matches ZCTA,31133,3.9,7976.68,12233,2.5,35.9,53208,48345,76.7,52566,11.7,9400,7,4,0,0,0.0,0.0,0.0,0.12,0.08,0.15,0.0,0.0,0.0,MISO
133,133,18417,Medium,0.237529691,4.21,1,Equinunk,PA,Zip Code Area,18417,Zip Matches ZCTA,1121,58.48,19.17,421,2.37,85.7,18417,55817,65.8,52684,29.7,9069,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.1,0.0,0.0,0.0,PJM
134,134,8220,Low,0.009739944,102.67,1,Leeds Point,NJ,Post Office or large volume customer,8205,Spatial join to ZCTA,28626,42.41,675.06,10267,2.75,73.4,8205,75942,79.9,74231,22.3,11519,10,4,0,0,0.0,0.0,0.0,0.1,0.06,0.13,0.0,0.0,0.0,PJM
135,135,14507,Low,0.194174757,5.15,1,Middlesex,NY,Zip Code Area,14507,Zip Matches ZCTA,1351,32.73,41.28,515,2.41,79.8,14507,66363,70.7,69047,19.6,12310,14,6,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,NYISO
136,136,94925,High,1.86743819,38.02,71,Corte Madera,CA,Zip Code Area,94925,Zip Matches ZCTA,9253,3.16,2925.39,3802,2.55,76.6,94925,170612,81.2,172320,45.0,33073,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
137,137,90304,Low,0.106886548,65.49,7,Inglewood,CA,Zip Code Area,90304,Zip Matches ZCTA,28210,1.57,18002.55,6549,4.12,60.9,90304,49751,91.6,46633,6.9,14407,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.15,0.13,0.15,CAISO
138,138,97086,Low,0.107170694,102.64,11,Happy Valley,OR,Zip Code Area,97086,Zip Matches ZCTA,26010,10.55,2464.94,10264,2.75,71.0,97086,102170,81.9,101607,31.9,16575,22,6,0,0,0.0,0.0,0.0,0.06,0.04,0.06,0.0,0.0,0.0,Northwest
139,139,45817,Low,0.038729667,25.82,1,Bluffton,OH,Zip Code Area,45817,Zip Matches ZCTA,6736,64.59,104.29,2582,2.53,87.5,45817,75509,79.5,76432,34.0,10360,8,2,0,0,0.0,0.0,0.0,0.08,0.06,0.1,0.12,0.1,0.13,PJM
140,140,12833,Medium,0.420168067,16.66,7,Greenfield Center,NY,Zip Code Area,12833,Zip Matches ZCTA,4401,35.25,124.87,1666,2.5,77.9,12833,85855,80.1,85496,22.4,8951,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
141,141,46550,Low,0.047247815,42.33,2,Nappanee,IN,Zip Code Area,46550,Zip Matches ZCTA,12311,74.65,164.91,4233,3.07,82.7,46550,70535,80.7,70553,25.0,17158,8,3,0,0,0.0,0.0,0.0,0.12,0.07,0.13,0.0,0.09,0.12,MISO
142,142,97070,Low,0.032683299,91.79,3,Wilsonville,OR,Zip Code Area,97070,Zip Matches ZCTA,20957,19.08,1098.38,9179,2.39,49.3,97070,93080,76.9,95800,26.7,22887,22,6,0,0,0.0,0.0,0.0,0.06,0.04,0.06,0.0,0.0,0.0,Northwest
143,143,85006,Medium,0.331711632,90.44,30,Phoenix,AZ,Zip Code Area,85006,Zip Matches ZCTA,25742,3.9,6593.75,9044,3.02,63.4,85006,42717,76.5,47431,7.5,10947,7,1,0,0,0.0,0.0,0.0,0.11,0.08,0.13,0.0,0.0,0.0,Southwest
144,144,75089,Low,0.039304314,101.77,4,Rowlett,TX,Zip Code Area,75089,Zip Matches ZCTA,30251,11.51,2628.46,10177,3.2,97.4,75089,102487,90.2,100304,21.1,12066,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.1,ERCOT
145,145,1529,Low,0.093196645,10.73,1,Millville,MA,Zip Code Area,1529,Zip Matches ZCTA,3190,4.91,650.22,1073,2.99,75.4,1529,99992,86.1,104667,18.8,5109,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.0,0.0,0.0,New England
146,146,32606,Low,0.138607527,93.79,13,Gainesville,FL,Zip Code Area,32606,Zip Matches ZCTA,21833,17.08,1278.13,9379,2.6,58.6,32606,78100,79.7,77226,23.3,16073,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.13,Southeast
147,147,94102,Low,0.105048147,171.35,18,San Francisco,CA,Zip Code Area,94102,Zip Matches ZCTA,31176,0.67,46462.0,17135,1.64,3.8,94102,63634,62.6,85634,14.3,22481,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.2,CAISO
148,148,7946,Low,0.185013876,10.81,2,Millington,NJ,Zip Code Area,7946,Zip Matches ZCTA,3144,4.16,755.59,1081,2.89,98.7,7946,174119,84.5,167702,44.3,32929,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
149,149,92832,Medium,0.476656074,81.82,39,Fullerton,CA,Zip Code Area,92832,Zip Matches ZCTA,24752,2.81,8796.02,8182,3.06,53.5,92832,74253,81.5,75826,12.3,29296,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.17,0.15,0.17,CAISO
150,150,34223,Low,0.023926307,83.59,2,Englewood,FL,Zip Code Area,34223,Zip Matches ZCTA,16875,28.59,590.28,8359,1.99,75.3,34223,68510,44.7,62259,51.0,23444,5,2,0,0,0.0,0.0,0.0,0.08,0.06,0.1,0.09,0.0,0.1,Southeast
151,151,1431,High,1.236917222,10.51,13,Ashby,MA,Zip Code Area,1431,Zip Matches ZCTA,3074,23.7,129.69,1051,3.04,95.1,1431,97699,86.5,96726,24.5,6888,18,4,0,0,0.0,0.0,0.0,0.14,0.09,0.17,0.0,0.0,0.0,New England
152,152,92509,Medium,0.798827039,197.79,158,Riverside,CA,Zip Code Area,92509,Zip Matches ZCTA,75196,31.1,2417.96,19779,4.03,81.3,92509,69939,85.4,68702,11.4,10020,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.16,0.12,0.16,CAISO
153,153,3446,Low,0.041753653,23.95,1,Swanzey,NH,Zip Code Area,3446,Zip Matches ZCTA,6285,42.77,146.96,2395,2.52,73.1,3446,80326,84.2,75631,26.3,22622,4,4,0,0,0.0,0.0,0.0,0.12,0.2,0.13,0.0,0.0,0.0,New England
154,154,19127,Low,0.042052145,23.78,1,Philadelphia,PA,Zip Code Area,19127,Zip Matches ZCTA,5913,0.55,10750.91,2378,2.62,69.9,19127,81172,92.0,80995,21.0,7970,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.11,0.0,0.0,0.0,PJM
155,155,53588,Low,0.177304965,16.92,3,Spring Green,WI,Zip Code Area,53588,Zip Matches ZCTA,4077,137.19,29.72,1692,2.27,80.3,53588,70420,76.1,69657,28.2,16328,7,4,0,0,0.0,0.0,0.0,0.11,0.08,0.13,0.0,0.0,0.0,MISO
156,156,21227,Low,0.106846388,121.67,13,Halethorpe,MD,Zip Code Area,21227,Zip Matches ZCTA,33534,11.53,2909.17,12167,2.81,82.1,21227,72295,80.3,75725,15.8,6156,7,4,0,0,0.0,0.0,0.0,0.08,0.07,0.1,0.0,0.0,0.0,PJM
157,157,10710,Low,0.039234919,101.95,4,Yonkers,NY,Zip Code Area,10710,Zip Matches ZCTA,25120,4.58,5483.52,10195,2.7,52.9,10710,106272,78.1,111039,23.6,13471,14,6,0,0,0.0,0.0,0.0,0.14,0.13,0.2,0.0,0.0,0.0,NYISO
158,158,21710,Medium,0.346220427,17.33,6,Adamstown,MD,Zip Code Area,21710,Zip Matches ZCTA,4515,25.56,176.67,1733,2.72,90.1,21710,120729,74.1,129242,40.2,19579,7,4,0,0,0.0,0.0,0.0,0.07,0.05,0.07,0.0,0.0,0.0,PJM
159,159,95912,High,1.332398317,14.26,19,Arbuckle,CA,Zip Code Area,95912,Zip Matches ZCTA,4685,180.54,25.95,1426,3.29,87.4,95912,82499,83.7,83752,17.2,20430,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
160,160,95258,Medium,0.537273338,14.89,8,Woodbridge,CA,Zip Code Area,95258,Zip Matches ZCTA,4018,3.22,1246.66,1489,2.59,86.4,95258,95425,77.2,91430,29.0,19893,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
161,161,60540,Low,0.006317918,158.28,1,Naperville,IL,Zip Code Area,60540,Zip Matches ZCTA,42910,13.2,3251.0,15828,2.72,80.1,60540,132604,83.2,133036,36.4,22971,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.09,0.11,0.09,0.12,MISO
162,162,63131,Low,0.062823936,63.67,4,Saint Louis,MO,Zip Code Area,63131,Zip Matches ZCTA,16769,13.92,1204.84,6367,2.73,99.0,63131,211124,79.9,204726,53.4,57437,10,3,0,0,0.0,0.0,0.0,0.08,0.07,0.11,0.1,0.12,0.11,Northwest
163,163,32086,Low,0.017983994,111.21,2,Saint Augustine,FL,Zip Code Area,32086,Zip Matches ZCTA,24546,65.82,372.93,11121,2.42,75.5,32086,64507,68.4,62795,25.1,17042,5,2,0,0,0.0,0.0,0.0,0.08,0.06,0.1,0.0,0.0,0.0,Southeast
164,164,92663,Medium,0.342197888,102.28,35,Newport Beach,CA,Zip Code Area,92663,Zip Matches ZCTA,21649,3.3,6564.28,10228,2.15,50.0,92663,135247,80.1,131254,31.0,55081,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
165,165,14036,Low,0.049776008,20.09,1,Corfu,NY,Zip Code Area,14036,Zip Matches ZCTA,5201,54.17,96.01,2009,2.53,85.7,14036,70412,79.4,70106,25.1,6806,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
166,166,92049,Low,0.032006145,156.22,5,Oceanside,CA,Post Office or large volume customer,92054,Spatial join to ZCTA,40375,11.95,3379.79,15622,2.66,51.0,92054,75777,81.5,74147,18.1,25528,22,2,0,0,0.0,0.0,0.0,0.14,0.11,0.15,0.0,0.0,0.0,CAISO
167,167,84041,Low,0.012881618,155.26,2,Layton,UT,Zip Code Area,84041,Zip Matches ZCTA,44625,14.78,3018.47,15526,3.15,67.4,84041,68779,88.6,66541,15.8,9109,3,3,0,0,0.0,0.0,0.0,0.09,0.06,0.12,0.08,0.07,0.09,Northwest
168,168,77539,Low,0.00676819,147.75,1,Dickinson,TX,Zip Code Area,77539,Zip Matches ZCTA,38806,50.41,769.81,14775,2.78,73.2,77539,83809,85.4,83412,15.9,17529,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERCOT
169,169,85284,Medium,0.32806442,67.06,22,Tempe,AZ,Zip Code Area,85284,Zip Matches ZCTA,16479,7.76,2123.86,6706,2.74,95.3,85284,145954,85.0,144251,37.4,27818,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.12,Southwest
170,170,13642,Low,0.028113579,35.57,1,Gouverneur,NY,Zip Code Area,13642,Zip Matches ZCTA,10088,181.09,55.71,3557,2.54,66.0,13642,57052,73.7,53372,21.6,17105,14,6,1,12,1.0,1.0,1.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
171,171,96717,Medium,0.221238938,13.56,3,Hauula,HI,Zip Code Area,96717,Zip Matches ZCTA,5555,24.87,223.33,1356,3.56,81.3,96717,86011,83.6,82417,25.1,10830,1,2,0,0,0.0,0.0,0.0,0.23,0.19,0.26,0.0,0.0,0.0,Hawaii
172,172,92211,High,1.66958181,125.78,210,Palm Desert,CA,Zip Code Area,92211,Zip Matches ZCTA,24294,15.06,1613.58,12578,1.95,85.1,92211,87638,51.4,76133,43.7,46882,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.12,0.14,0.13,CAISO
173,173,89431,Low,0.028380871,140.94,4,Sparks,NV,Zip Code Area,89431,Zip Matches ZCTA,36189,9.67,3741.24,14094,2.67,58.3,89431,48123,76.6,47993,11.6,17744,9,2,0,0,0.0,0.0,0.0,0.04,0.03,0.05,0.0,0.0,0.0,Northwest
174,174,95926,High,1.277933895,149.46,191,Chico,CA,Zip Code Area,95926,Zip Matches ZCTA,37725,7.65,4930.73,14946,2.44,60.3,95926,61118,76.9,59162,21.8,17135,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
175,175,98019,Low,0.024402147,40.98,1,Duvall,WA,Zip Code Area,98019,Zip Matches ZCTA,10725,76.33,140.51,4098,2.74,88.5,98019,125220,85.3,132754,31.4,15631,11,3,0,0,0.0,0.0,0.0,0.05,0.05,0.06,0.09,0.07,0.1,Northwest
176,176,19709,Medium,0.465648231,122.41,57,Middletown,DE,Zip Code Area,19709,Zip Matches ZCTA,35107,79.63,440.89,12241,3.12,92.1,19709,109890,85.1,111827,24.3,10011,2,2,0,0,0.0,0.0,0.0,0.07,0.05,0.09,0.15,0.1,0.14,PJM
177,177,91915,Medium,0.575503566,79.93,46,Chula Vista,CA,Zip Code Area,91915,Zip Matches ZCTA,24659,7.61,3240.77,7993,3.84,89.0,91915,111918,97.0,104858,17.9,9934,22,2,0,0,0.0,0.0,0.0,0.14,0.11,0.15,0.0,0.0,0.0,CAISO
178,178,46516,Low,0.017035775,117.4,2,Elkhart,IN,Zip Code Area,46516,Zip Matches ZCTA,33501,17.78,1884.62,11740,2.86,72.2,46516,50354,78.6,51365,11.4,16807,8,3,0,0,0.0,0.0,0.0,0.1,0.07,0.12,0.0,0.0,0.0,MISO
179,179,21222,Low,0.043356778,207.58,9,Dundalk,MD,Zip Code Area,21222,Zip Matches ZCTA,55786,10.96,5089.03,20758,2.63,82.2,21222,58839,72.7,61263,13.0,9618,7,4,0,0,0.0,0.0,0.0,0.08,0.07,0.1,0.0,0.0,0.0,PJM
180,180,5777,Medium,0.216138329,13.88,3,West Rutland,VT,Zip Code Area,5777,Zip Matches ZCTA,3420,48.24,70.9,1388,2.42,81.9,5777,64665,75.5,65572,26.6,9064,4,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,New England
181,181,92704,Medium,0.20714394,197.93,41,Santa Ana,CA,Zip Code Area,92704,Zip Matches ZCTA,88123,7.39,11926.24,19793,4.54,53.4,92704,75744,91.6,73089,11.5,9803,22,2,1,5,1.5,1.5,1.5,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
182,182,76011,Low,0.010317788,96.92,1,Arlington,TX,Zip Code Area,76011,Zip Matches ZCTA,21594,8.03,2690.51,9692,2.39,21.2,76011,48424,87.1,47596,9.0,14206,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERCOT
183,183,20769,Medium,0.32183908,21.75,7,Glenn Dale,MD,Zip Code Area,20769,Zip Matches ZCTA,6604,7.69,859.34,2175,3.21,99.2,20769,136823,92.4,129736,25.8,9994,7,4,0,0,0.0,0.0,0.0,0.08,0.07,0.1,0.0,0.0,0.0,PJM
184,184,17329,Medium,0.661521499,9.07,6,Glenville,PA,Zip Code Area,17329,Zip Matches ZCTA,2494,16.36,152.46,907,2.78,98.0,17329,88483,82.9,85455,19.7,7043,7,3,0,0,0.0,0.0,0.0,0.07,0.05,0.09,0.11,0.08,0.12,PJM
185,185,18810,Low,0.08361204,23.92,2,Athens,PA,Zip Code Area,18810,Zip Matches ZCTA,6162,45.97,134.05,2392,2.39,67.9,18810,61104,66.3,64803,23.0,24482,7,3,0,0,0.0,0.0,0.0,0.07,0.05,0.11,0.1,0.07,0.13,PJM
186,186,2071,Medium,0.634920635,3.15,2,South Walpole,MA,Zip Code Area,2071,Zip Matches ZCTA,1707,0.97,1759.79,315,3.69,89.5,2071,143070,100.0,108189,43.8,37764,18,4,0,0,0.0,0.0,0.0,0.11,0.1,0.15,0.0,0.0,0.0,New England
