zipcode,Category,Rate,number_installed,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,population,landsqmi,popdensity,total_household,avg_hh_size,percet_1unit,ZCTA_5,mean_income,earning_hhs,mean_income_earning_hhs,percent_int_div_rent,earn_int_div_rent,no_financial_incentive_prog,no_rules_reg_pol_incentive,no_plants,op_months,summer_capacity,winter_capacity,nameplate_capacity,comm_rate,ind_rate,res_rate,comm_rate_noniou,ind_rate_noniou,res_rate_noniou,region
92833,Low,0.01,81,Fullerton,CA,Zip Code Area,92833,Zip Matches ZCTA,51767,7.31,7080.7,16021,3.29,73.4,92833,89471,84.7,87217,20.7,22912,22,2,0,0,0,0,0,0.09,0.06,0.13,0.17,0.15,0.17,CAISO
91709,Medium,0.01,312,Chino Hills,CA,Zip Code Area,91709,Zip Matches ZCTA,74796,34.18,2188.11,24034,3.21,84.1,91709,113249,88.5,109458,23.1,25681,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
72756,Low,0,1,Rogers,AR,Zip Code Area,72756,Zip Matches ZCTA,38455,139.33,275.99,14908,2.68,73.7,72756,66552,78.9,67707,18.4,17396,1,2,0,0,0,0,0,0.08,0.06,0.1,0.08,0.04,0.1,MISO
37204,Low,0,6,Nashville,TN,Zip Code Area,37204,Zip Matches ZCTA,12031,7.4,1625.81,5598,2.18,66.6,37204,96822,88.3,94444,27,23888,2,2,0,0,0,0,0,0,0,0,0.08,0.05,0.06,Southeast
49431,Low,0,1,Ludington,MI,Zip Code Area,49431,Zip Matches ZCTA,16875,103.86,162.49,7444,2.26,69.9,49431,61351,69.9,60712,25.2,10803,8,2,0,0,0,0,0,0.07,0.04,0.08,0.13,0.08,0.15,MISO
17522,Low,0,15,Ephrata,PA,Zip Code Area,17522,Zip Matches ZCTA,32483,43.7,743.39,12673,2.62,76.3,17522,67167,80.4,66670,26.1,10654,7,3,0,0,0,0,0,0.06,0.03,0.09,0.12,0.11,0.13,PJM
90209,Low,0,2,Beverly Hills,CA,Post Office or large volume customer,90210,Spatial join to ZCTA,21741,10.13,2147.05,8138,2.57,72.9,90210,264375,76.3,248453,49.1,115725,22,2,0,0,0,0,0,0,0,0,0.15,0.13,0.15,CAISO
10464,Low,0,1,Bronx,NY,Zip Code Area,10464,Zip Matches ZCTA,4534,3.5,1295.06,1890,2.27,55.6,10464,92724,70.6,100565,26.6,11917,14,6,0,0,0,0,0,0.14,0.13,0.2,0,0,0,NYISO
14610,Low,0,1,Rochester,NY,Zip Code Area,14610,Zip Matches ZCTA,14233,4.33,3287.83,6787,1.97,55.3,14610,90505,74.1,91279,30.9,28564,14,6,0,0,0,0,0,0.09,0.07,0.1,0,0,0,NYISO
75032,Low,0,5,Rockwall,TX,Zip Code Area,75032,Zip Matches ZCTA,27986,51.31,545.45,10634,2.93,87.2,75032,121466,84.6,120333,25.7,24674,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
91978,Low,0.01,30,Spring Valley,CA,Zip Code Area,91978,Zip Matches ZCTA,8896,6.4,1390.22,3168,3.09,55.9,91978,76675,82.4,71998,20.9,13027,22,2,0,0,0,0,0,0.14,0.11,0.15,0,0,0,CAISO
21087,Low,0,7,Kingsville,MD,Zip Code Area,21087,Zip Matches ZCTA,5451,14.01,389.11,1929,2.88,99.6,21087,122189,77.7,113538,42.5,22581,7,4,0,0,0,0,0,0.08,0.07,0.1,0,0,0,PJM
75070,Low,0,4,McKinney,TX,Zip Code Area,75070,Zip Matches ZCTA,74734,23.88,3129.83,30528,2.91,83.6,75070,112537,89,113367,20.9,17262,19,2,0,0,0,0,0,0,0,0,0.13,0.03,0.11,ERCOT
13340,Low,0,1,Frankfort,NY,Zip Code Area,13340,Zip Matches ZCTA,8205,57.87,141.77,3223,2.49,70.2,13340,62000,77.7,59007,26.8,5296,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
95415,Medium,0.04,20,Boonville,CA,Zip Code Area,95415,Zip Matches ZCTA,1592,55.28,28.8,488,2.67,71.5,95415,48545,81.8,41429,19.5,25426,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
38611,Low,0,1,Byhalia,MS,Zip Code Area,38611,Zip Matches ZCTA,17202,187.05,91.96,6313,2.55,70.2,38611,56943,74.2,59783,10,23929,2,0,0,0,0,0,0,0.08,0.05,0.08,0.11,0.06,0.07,MISO
93242,Medium,0.01,13,Laton,CA,Zip Code Area,93242,Zip Matches ZCTA,3468,41.08,84.42,1065,3.52,84.3,93242,57765,78.6,57714,11.2,23584,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
3102,Low,0,3,Manchester,NH,Zip Code Area,3102,Zip Matches ZCTA,31096,8.93,3482.97,13312,2.3,33.2,3102,61818,78.6,64950,15.1,7046,4,4,0,0,0,0,0,0.12,0.2,0.13,0,0,0,New England
8533,Low,0,4,New Egypt,NJ,Zip Code Area,8533,Zip Matches ZCTA,6945,18.67,372.03,2146,2.87,90.9,8533,105029,85.9,107046,21.3,8451,10,4,0,0,0,0,0,0.08,0.06,0.09,0,0,0,PJM
55410,Low,0,1,Minneapolis,MN,Zip Code Area,55410,Zip Matches ZCTA,19340,2.98,6496.47,8432,2.35,80.9,55410,137977,85.6,139388,37.8,22181,32,3,0,0,0,0,0,0.1,0.08,0.13,0,0,0,MISO
8742,Low,0,32,Point Pleasant Beach,NJ,Zip Code Area,8742,Zip Matches ZCTA,24405,5.6,4357.26,9840,2.46,85.8,8742,108664,78.6,109348,29.5,18474,10,4,0,0,0,0,0,0.08,0.06,0.09,0,0,0,PJM
63109,Low,0,7,Saint Louis,MO,Zip Code Area,63109,Zip Matches ZCTA,26946,3.57,7545.79,13493,2.01,61.1,63109,73722,83.7,73867,22.8,18406,10,3,0,0,0,0,0,0.08,0.07,0.11,0,0,0,Northwest
18045,Low,0,3,Easton,PA,Zip Code Area,18045,Zip Matches ZCTA,26391,18.49,1427.31,10148,2.55,87.6,18045,90077,76.5,91451,29.1,14676,7,3,0,0,0,0,0,0.06,0.04,0.09,0,0,0,PJM
93268,Low,0.01,35,Taft,CA,Zip Code Area,93268,Zip Matches ZCTA,16897,41.95,402.83,5565,3.09,78.1,93268,61197,79.8,64111,10.6,17690,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
37813,Low,0,2,Morristown,TN,Zip Code Area,37813,Zip Matches ZCTA,17444,58.29,299.26,6747,2.49,72.4,37813,45829,65.9,49669,11.6,10233,2,2,0,0,0,0,0,0,0,0,0.1,0.05,0.09,Southeast
92264,Medium,0.02,241,Palm Springs,CA,Zip Code Area,92264,Zip Matches ZCTA,19383,52.29,370.69,11002,1.79,54,92264,73240,56.5,69463,34.9,39190,22,2,0,0,0,0,0,0.09,0.06,0.13,0.18,0,0.18,CAISO
78732,Medium,0.02,131,Austin,TX,Zip Code Area,78732,Zip Matches ZCTA,14060,13.25,1060.97,5327,3.16,83.9,78732,181374,82.3,187938,36.7,38238,19,2,0,0,0,0,0,0,0,0,0.1,0.07,0.1,ERCOT
3447,Low,0,3,Fitzwilliam,NH,Zip Code Area,3447,Zip Matches ZCTA,2422,35.02,69.16,1029,2.32,81.5,3447,77612,72.4,76856,24.5,29039,4,4,0,0,0,0,0,0.12,0.2,0.13,0,0,0,New England
18066,Low,0,10,New Tripoli,PA,Zip Code Area,18066,Zip Matches ZCTA,6005,45.65,131.53,2154,2.74,92.5,18066,92074,82.8,91985,34.6,8030,7,3,0,0,0,0,0,0.06,0.04,0.09,0,0,0,PJM
12515,Low,0,1,Clintondale,NY,Zip Code Area,12515,Zip Matches ZCTA,1549,4.98,310.86,550,2.24,63.8,12515,87559,67.6,104861,11.6,4548,14,6,0,0,0,0,0,0.08,0.06,0.13,0,0,0,NYISO
8527,Medium,0.02,309,Jackson,NJ,Zip Code Area,8527,Zip Matches ZCTA,54392,85.26,637.94,20229,2.74,86,8527,100600,77.2,100996,27.5,11152,10,4,0,0,0,0,0,0.08,0.06,0.09,0,0,0,PJM
90803,Low,0.01,127,Long Beach,CA,Zip Code Area,90803,Zip Matches ZCTA,32031,4,8007.75,16785,1.88,38.7,90803,113301,80.5,110062,30.1,35137,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
7435,Low,0,2,Newfoundland,NJ,Zip Code Area,7435,Zip Matches ZCTA,2405,14.94,160.94,986,2.78,90.2,7435,142401,81.9,155435,25.3,13739,10,4,0,0,0,0,0,0.08,0.09,0.1,0,0,0,PJM
44236,Low,0,1,Hudson,OH,Zip Code Area,44236,Zip Matches ZCTA,25296,34.01,743.89,8956,2.79,90,44236,149733,80.7,155046,43.8,24321,8,2,0,0,0,0,0,0.08,0.04,0.09,0.12,0,0.14,PJM
13801,Low,0,1,Mc Donough,NY,Zip Code Area,13801,Zip Matches ZCTA,1398,68.56,20.39,584,2.29,55.5,13801,46616,65.1,48579,16.8,4004,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
95139,Medium,0.02,39,San Jose,CA,Zip Code Area,95139,Zip Matches ZCTA,6748,1.23,5481.72,2249,3.15,94.1,95139,129267,85.2,127473,33.6,17497,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
33330,Low,0,2,Fort Lauderdale,FL,Zip Code Area,33330,Zip Matches ZCTA,14107,10.26,1374.55,4508,3.16,98.5,33330,154346,90.1,145656,28.8,39913,5,2,0,0,0,0,0,0.08,0.06,0.1,0,0,0,Southeast
3602,Low,0.01,8,Alstead,NH,Zip Code Area,3602,Zip Matches ZCTA,2654,58.01,45.75,1098,2.6,84,3602,72372,77.9,74242,25,9656,4,4,0,0,0,0,0,0.12,0.2,0.13,0.13,0.09,0.15,New England
71667,Low,0,1,Star City,AR,Zip Code Area,71667,Zip Matches ZCTA,8267,314.67,26.27,2986,2.39,54.2,71667,47901,70.9,49066,10.6,7178,1,2,0,0,0,0,0,0.08,0.07,0.1,0.12,0.08,0.11,MISO
88061,Low,0,5,Silver City,NM,Zip Code Area,88061,Zip Matches ZCTA,18585,1429.11,13,7640,2.37,64.7,88061,64984,67.2,62610,26.4,21840,2,2,0,0,0,0,0,0.1,0.05,0.12,0.14,0.12,0.16,Southwest
17859,Low,0,1,Orangeville,PA,Zip Code Area,17859,Zip Matches ZCTA,3106,38.56,80.56,1149,2.34,78.9,17859,66855,74.2,68623,21.2,17364,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,PJM
10522,Low,0,4,Dobbs Ferry,NY,Zip Code Area,10522,Zip Matches ZCTA,10875,2.43,4477.15,3680,2.7,52.1,10522,162079,84,160784,39.8,27285,14,6,0,0,0,0,0,0.14,0.13,0.2,0,0,0,NYISO
93435,Low,0,1,Harmony,CA,Zip Code Area,93430,Spatial join to ZCTA,2972,72.24,41.14,1562,2.04,81.8,93430,89616,69.2,69929,45.7,43952,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
91346,Low,0,1,Mission Hills,CA,Post Office or large volume customer,91345,Spatial join to ZCTA,18496,3.24,5706.88,5171,3.59,78.9,91345,76206,83,75617,14.5,12727,22,2,0,0,0,0,0,0,0,0,0.15,0.13,0.15,CAISO
95982,Medium,0.01,14,Sutter,CA,Zip Code Area,95982,Zip Matches ZCTA,3221,44.36,72.6,1185,2.93,93.2,95982,91939,87.4,89559,21.6,18392,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
7737,Low,0,1,Leonardo,NJ,Zip Code Area,7737,Zip Matches ZCTA,4264,2.58,1651.43,1388,2.68,91.2,7737,99695,80.8,103643,28,8433,10,4,0,0,0,0,0,0.08,0.06,0.09,0,0,0,PJM
95032,Medium,0.03,253,Los Gatos,CA,Zip Code Area,95032,Zip Matches ZCTA,25089,15.9,1577.63,9872,2.61,76.8,95032,174301,80.5,177193,44.2,39767,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
11749,Low,0,1,Islandia,NY,Zip Code Area,11749,Zip Matches ZCTA,3345,2.19,1527.4,959,3.4,88.4,11749,99291,83.7,102949,21,11815,14,6,0,0,0,0,0,0,0,0,0.12,0,0.15,NYISO
85743,Low,0.01,68,Tucson,AZ,Zip Code Area,85743,Zip Matches ZCTA,29144,96.37,302.42,11025,2.67,76,85743,87537,76.3,90547,25.9,11441,7,1,0,0,0,0,0,0.12,0.08,0.11,0.13,0.08,0.14,Southwest
8837,Low,0,11,Edison,NJ,Zip Code Area,8837,Zip Matches ZCTA,15847,9.07,1746.42,6367,2.52,44.9,8837,89904,83.1,93484,19.7,8482,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
92394,Low,0.01,42,Victorville,CA,Zip Code Area,92394,Zip Matches ZCTA,33237,27.28,1218.23,7907,4,86.4,92394,56927,81.6,56932,6,5518,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
12816,Low,0,6,Cambridge,NY,Zip Code Area,12816,Zip Matches ZCTA,4610,63.16,72.99,1973,2.17,73,12816,60175,67.7,58254,31.7,8076,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
75633,Low,0,1,Carthage,TX,Zip Code Area,75633,Zip Matches ZCTA,13977,318.79,43.84,5290,2.59,70.4,75633,67480,74.1,71067,18,22764,19,2,0,0,0,0,0,0.08,0.06,0.1,0.11,0.07,0.11,ERCOT
90222,Low,0,5,Compton,CA,Zip Code Area,90222,Zip Matches ZCTA,31869,2.56,12463.43,7776,4.11,79.5,90222,47982,79.4,49714,4.8,4991,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
2671,Low,0,2,West Harwich,MA,Zip Code Area,2671,Zip Matches ZCTA,1023,2.01,507.94,505,1.79,74.3,2671,65966,51.5,65050,47.7,8863,18,4,0,0,0,0,0,0.13,0.1,0.16,0,0,0,New England
94538,Low,0,75,Fremont,CA,Zip Code Area,94538,Zip Matches ZCTA,61148,16.46,3714.49,21489,3.06,60.5,94538,110129,89.6,112057,26.6,6312,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
92618,Low,0,25,Irvine,CA,Zip Code Area,92618,Zip Matches ZCTA,16366,21.13,774.43,12169,2.41,38.1,92618,121412,87.2,129134,23.2,17676,22,2,4,23,19.1,19.1,19.1,0.09,0.06,0.13,0,0,0,CAISO
85128,Low,0,14,Coolidge,AZ,Zip Code Area,85128,Zip Matches ZCTA,14823,163.36,90.74,4749,3.28,80.2,85128,49273,73.4,48368,8.5,16324,7,1,0,0,0,0,0,0.11,0.08,0.13,0.1,0.08,0.13,Southwest
55016,Low,0,1,Cottage Grove,MN,Zip Code Area,55016,Zip Matches ZCTA,34204,29.18,1172.33,11707,3,91.3,55016,98432,85.4,97764,22.6,16763,32,3,0,0,0,0,0,0.1,0.08,0.13,0,0,0,MISO
87008,Low,0.01,10,Cedar Crest,NM,Zip Code Area,87008,Zip Matches ZCTA,2552,28.3,90.18,1191,2.41,90.9,87008,90810,75.2,93555,22.2,12822,2,2,0,0,0,0,0,0.1,0.05,0.12,0.13,0.14,0.16,Southwest
11365,Low,0,11,Fresh Meadows,NY,Zip Code Area,11365,Zip Matches ZCTA,42252,2.5,16921.11,15436,2.89,39.8,11365,81340,78.9,84413,26.3,11187,14,6,0,0,0,0,0,0.14,0.13,0.2,0,0,0,NYISO
12501,Low,0,2,Amenia,NY,Zip Code Area,12501,Zip Matches ZCTA,2457,30.57,80.36,974,2.65,78.9,12501,97879,84.5,90138,27.2,12386,14,6,0,0,0,0,0,0.08,0.05,0.11,0,0,0,NYISO
2301,Low,0,34,Brockton,MA,Zip Code Area,2301,Zip Matches ZCTA,61025,12.43,4907.91,20845,2.84,41.7,2301,60160,75.4,63828,13.9,13254,18,4,0,0,0,0,0,0.1,0.1,0.14,0,0,0,New England
21673,Low,0,2,Trappe,MD,Zip Code Area,21673,Zip Matches ZCTA,3136,51.67,60.69,1275,2.45,88.8,21673,115819,81.2,115804,29.7,34800,7,4,0,0,0,0,0,0.08,0.03,0.1,0.13,0.1,0.14,PJM
85377,Medium,0.02,36,Carefree,AZ,Zip Code Area,85377,Zip Matches ZCTA,3051,8.46,360.68,1659,1.87,77.2,85377,100564,47.6,87627,58.3,48449,7,1,0,0,0,0,0,0.11,0.08,0.13,0.09,0.06,0.12,Southwest
95626,Low,0.01,17,Elverta,CA,Zip Code Area,95626,Zip Matches ZCTA,5975,23.26,256.86,1970,2.98,96.5,95626,72493,77.3,72022,12.9,13465,22,2,0,0,0,0,0,0.14,0.1,0.17,0.13,0.1,0.14,CAISO
49720,Low,0,1,Charlevoix,MI,Zip Code Area,49720,Zip Matches ZCTA,9172,95.64,95.91,3978,2.21,76.5,49720,70833,73,60658,28.9,31432,8,2,0,0,0,0,0,0.07,0.04,0.08,0.13,0.08,0.15,MISO
2668,Low,0.01,9,West Barnstable,MA,Zip Code Area,2668,Zip Matches ZCTA,3278,15.08,217.43,1273,2.3,92.7,2668,115525,76.4,110730,38.3,19740,18,4,0,0,0,0,0,0.13,0.1,0.16,0,0,0,New England
20132,Low,0,5,Purcellville,VA,Zip Code Area,20132,Zip Matches ZCTA,15900,82.91,191.78,5343,3.22,92.2,20132,142415,90.9,135650,33.7,17689,5,4,0,0,0,0,0,0.04,0.03,0.06,0.1,0.06,0.11,PJM
8008,Low,0.01,19,Beach Haven,NJ,Zip Code Area,8008,Zip Matches ZCTA,6975,10.89,640.79,3291,2.03,84.7,8008,117123,56.6,117098,50.8,36921,10,4,0,0,0,0,0,0.09,0.06,0.11,0,0,0,PJM
3768,Medium,0.01,9,Lyme,NH,Zip Code Area,3768,Zip Matches ZCTA,1716,53.84,31.87,674,2.57,89.5,3768,173304,78.6,148224,54,70954,4,4,0,0,0,0,0,0.12,0.2,0.13,0.13,0.09,0.15,New England
52556,Low,0,24,Fairfield,IA,Zip Code Area,52556,Zip Matches ZCTA,13247,176.53,75.04,5227,2.29,69.7,52556,60672,78.7,55119,30.5,23829,7,2,0,0,0,0,0,0.11,0.07,0.15,0.1,0.09,0.13,MISO
22802,Low,0,1,Harrisonburg,VA,Zip Code Area,22802,Zip Matches ZCTA,26293,90.49,290.56,11103,2.55,66.8,22802,60479,83.2,57701,22.8,16716,5,4,0,0,0,0,0,0.04,0.03,0.06,0.09,0.07,0.1,PJM
95692,Medium,0.03,48,Wheatland,CA,Zip Code Area,95692,Zip Matches ZCTA,4769,54.28,87.86,1701,3,80.2,95692,83093,82.4,80557,23.8,9473,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
19706,Low,0,2,Delaware City,DE,Zip Code Area,19706,Zip Matches ZCTA,1822,3.69,494.44,729,2.66,78.2,19706,67635,80,70643,16.9,6973,2,2,0,0,0,0,0,0.07,0.05,0.09,0,0,0,PJM
5472,Low,0.01,5,New Haven,VT,Zip Code Area,5472,Zip Matches ZCTA,1643,39.41,41.69,665,2.45,79.7,5472,79180,83.5,78611,35,10845,4,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,New England
37015,Low,0,2,Ashland City,TN,Zip Code Area,37015,Zip Matches ZCTA,17184,153.66,111.83,6752,2.62,77.9,37015,55946,77.6,56441,15.1,9773,2,2,0,0,0,0,0,0,0,0,0.1,0.06,0.08,Southeast
21113,Low,0,8,Odenton,MD,Zip Code Area,21113,Zip Matches ZCTA,30469,14.42,2112.68,12876,2.54,64.2,21113,111421,87.8,108532,26.1,10146,7,4,0,0,0,0,0,0.08,0.07,0.1,0,0,0,PJM
1756,Medium,0.01,24,Mendon,MA,Zip Code Area,1756,Zip Matches ZCTA,5839,17.77,328.51,2012,2.95,98.4,1756,141005,84.9,146016,32.8,14715,18,4,0,0,0,0,0,0.1,0.1,0.14,0,0,0,New England
95101,Low,0.01,54,San Jose,CA,Post Office or large volume customer,95131,Spatial join to ZCTA,28565,5.84,4895.46,9273,3.23,71.4,95131,133387,91.8,135167,27.6,8332,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
20895,Low,0,30,Kensington,MD,Zip Code Area,20895,Zip Matches ZCTA,19054,4.07,4683.87,6994,2.73,86.5,20895,169245,83.7,167381,43.5,26470,7,4,0,0,0,0,0,0.08,0.05,0.1,0,0,0,PJM
1605,Low,0,5,Worcester,MA,Zip Code Area,1605,Zip Matches ZCTA,26221,5.64,4647.47,10391,2.63,35.3,1605,53998,70.2,61008,10.8,24289,18,4,0,0,0,0,0,0.1,0.1,0.14,0.12,0.11,0.12,New England
91950,Low,0,38,National City,CA,Zip Code Area,91950,Zip Matches ZCTA,60322,7.6,7937.11,16204,3.57,54.3,91950,54302,80.5,53991,8.9,13907,22,2,0,0,0,0,0,0.14,0.11,0.15,0,0,0,CAISO
76010,Low,0,1,Arlington,TX,Zip Code Area,76010,Zip Matches ZCTA,55706,8.92,6247.17,18122,3.18,45.4,76010,42679,86.6,42214,6.4,14083,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
94105,Low,0,2,San Francisco,CA,Zip Code Area,94105,Zip Matches ZCTA,5846,0.37,15842.82,4015,1.69,3.6,94105,262291,86,227308,47.2,131682,22,2,14,97,255.5,255.5,255.5,0,0,0,0.12,0.03,0.2,CAISO
21655,Low,0,1,Preston,MD,Zip Code Area,21655,Zip Matches ZCTA,5009,53.01,94.5,1955,2.71,89.7,21655,71134,86.5,68162,20.3,5156,7,4,0,0,0,0,0,0.08,0.03,0.1,0.13,0.1,0.14,PJM
49088,Low,0,1,Scotts,MI,Zip Code Area,49088,Zip Matches ZCTA,3648,32.11,113.61,1256,2.63,98,49088,81536,81.4,80132,24.9,7237,8,2,0,0,0,0,0,0.08,0.06,0.09,0.1,0,0.16,MISO
13637,Low,0,1,Evans Mills,NY,Zip Code Area,13637,Zip Matches ZCTA,4491,35.23,127.49,1863,2.33,51.9,13637,57118,84.8,58930,7.2,2976,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
93712,Low,0,1,Fresno,CA,Post Office or large volume customer,93721,Spatial join to ZCTA,6959,2.05,3394.63,1809,2.07,16.1,93721,33858,62.9,41306,5.5,21219,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
21849,Low,0.01,9,Parsonsburg,MD,Zip Code Area,21849,Zip Matches ZCTA,3238,34.76,93.17,1402,2.49,81.7,21849,70311,80.3,73521,25.6,4395,7,4,0,0,0,0,0,0.08,0.03,0.1,0.13,0.1,0.14,PJM
19946,Low,0,7,Frederica,DE,Zip Code Area,19946,Zip Matches ZCTA,4420,22.14,199.65,1722,2.8,71.9,19946,65903,78.5,60216,21.5,8303,2,2,0,0,0,0,0,0.07,0.05,0.09,0.11,0,0.12,PJM
60150,Low,0,1,Malta,IL,Zip Code Area,60150,Zip Matches ZCTA,1794,53.51,33.53,630,2.51,91.9,60150,77596,85.1,75828,28.7,8514,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,MISO
85139,Low,0,15,Maricopa,AZ,Zip Code Area,85139,Zip Matches ZCTA,17979,193.4,92.97,5559,3.31,77,85139,64271,79.2,66396,12.4,6024,7,1,0,0,0,0,0,0.11,0.08,0.13,0.1,0.05,0.12,Southwest
78723,Medium,0.02,246,Austin,TX,Zip Code Area,78723,Zip Matches ZCTA,28330,6.94,4080.96,12292,2.62,55.2,78723,63862,83.2,65588,15.2,12481,19,2,0,0,0,0,0,0,0,0,0.1,0.07,0.11,ERCOT
43512,Low,0,1,Defiance,OH,Zip Code Area,43512,Zip Matches ZCTA,28674,218.72,131.1,11376,2.39,80.3,43512,61410,73.9,62467,20.7,8725,8,2,0,0,0,0,0,0.08,0.04,0.1,0.11,0.09,0.12,PJM
3873,Low,0,1,Sandown,NH,Zip Code Area,3873,Zip Matches ZCTA,5711,13.31,429.11,2226,2.72,87.7,3873,106647,91.2,104120,18.1,22726,4,4,0,0,0,0,0,0.12,0.2,0.13,0.13,0.09,0.15,New England
76036,Low,0,2,Crowley,TX,Zip Code Area,76036,Zip Matches ZCTA,22352,45.97,486.2,8557,2.91,86.3,76036,81078,83.4,81297,22.6,11962,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
49241,Low,0,2,Hanover,MI,Zip Code Area,49241,Zip Matches ZCTA,2579,34.03,75.79,920,2.69,79.8,49241,77447,66.8,88100,18.3,28246,8,2,0,0,0,0,0,0.07,0.04,0.08,0,0,0,MISO
84078,Low,0,1,Vernal,UT,Zip Code Area,84078,Zip Matches ZCTA,25851,927.44,27.87,8952,3.31,78.9,84078,77064,84.8,78498,26.5,9905,3,3,0,0,0,0,0,0.09,0.06,0.12,0.09,0.09,0.12,Northwest
34613,Low,0,1,Brooksville,FL,Zip Code Area,34613,Zip Matches ZCTA,17814,53.33,334.01,8253,2.16,48.5,34613,51363,46.3,57177,27.6,7806,5,2,0,0,0,0,0,0.09,0.08,0.12,0.09,0.08,0.12,Southeast
15203,Low,0,1,Pittsburgh,PA,Zip Code Area,15203,Zip Matches ZCTA,9949,1.48,6731.39,5024,1.97,56.5,15203,72285,80.3,80204,21.5,6297,7,3,0,0,0,0,0,0.07,0.07,0.11,0,0,0,PJM
80129,Low,0,34,Littleton,CO,Zip Code Area,80129,Zip Matches ZCTA,27007,7.46,3622.18,11045,2.72,80.1,80129,125272,84.8,127531,31.9,22388,10,0,0,0,0,0,0,0.09,0.07,0.11,0,0,0,Southwest
1252,Low,0,1,North Egremont,MA,Post Office or large volume customer,1230,Spatial join to ZCTA,8430,91.52,92.11,3263,2.21,71.7,1230,85156,74.6,80606,35.7,28949,18,4,0,0,0,0,0,0.1,0.1,0.14,0,0,0,New England
56063,Low,0,2,Madison Lake,MN,Zip Code Area,56063,Zip Matches ZCTA,2724,42.16,64.6,1126,2.44,84.3,56063,94885,82.6,89770,32.9,24341,32,3,0,0,0,0,0,0.1,0.08,0.13,0.09,0,0.12,MISO
91916,Medium,0.03,19,Descanso,CA,Zip Code Area,91916,Zip Matches ZCTA,1622,39.78,40.77,587,2.52,96.1,91916,94606,75.8,83194,39,29055,22,2,0,0,0,0,0,0.14,0.11,0.15,0,0,0,CAISO
56716,Low,0,1,Crookston,MN,Zip Code Area,56716,Zip Matches ZCTA,9416,316.88,29.72,3477,2.4,72.9,56716,64269,80.1,62638,23,12856,32,3,0,0,0,0,0,0.08,0.06,0.1,0.11,0.02,0.13,MISO
92630,Medium,0.01,250,Lake Forest,CA,Zip Code Area,92630,Zip Matches ZCTA,59182,9.52,6213.99,20919,2.89,68.1,92630,104493,84.2,105743,22.5,19034,22,2,0,0,0,0,0,0.12,0.08,0.14,0,0,0,CAISO
94973,Medium,0.03,22,Woodacre,CA,Zip Code Area,94973,Zip Matches ZCTA,1429,3.98,358.68,745,2.07,100,94973,135141,82.6,124104,57,24467,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
95758,Low,0,35,Elk Grove,CA,Zip Code Area,95758,Zip Matches ZCTA,60435,12.83,4711.55,20877,3.04,85.2,95758,90051,83.2,88920,20.6,13705,22,2,0,0,0,0,0,0,0,0,0.13,0.1,0.14,CAISO
2112,Low,0,1,Boston,MA,Post Office or large volume customer,2109,Spatial join to ZCTA,3771,0.17,21672.41,2043,1.72,2.3,2109,169961,88.2,161887,36.6,58594,18,4,0,0,0,0,0,0.13,0.1,0.16,0,0,0,New England
81501,Low,0,9,Grand Junction,CO,Zip Code Area,81501,Zip Matches ZCTA,23465,7.95,2953.06,9559,2.29,58.4,81501,48349,77.5,47610,14.4,11961,10,0,0,0,0,0,0,0.09,0.07,0.11,0.12,0.09,0.14,Southwest
95131,Low,0,42,San Jose,CA,Zip Code Area,95131,Zip Matches ZCTA,28565,5.84,4895.46,9273,3.23,71.4,95131,133387,91.8,135167,27.6,8332,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
